num;label
81299;Sliding Two Fingers Up
56733;Swiping Right
24420;Sliding Two Fingers Down
122846;Stop Sign
79714;Drumming Fingers
141132;Sliding Two Fingers Up
96985;Drumming Fingers
76186;Swiping Right
30475;Thumb Up
73069;Thumb Up
88302;Swiping Down
64392;Zooming Out With Two Fingers
74077;Sliding Two Fingers Right
136079;Stop Sign
28993;Swiping Down
15785;Thumb Up
108418;Stop Sign
86843;Swiping Down
75825;Sliding Two Fingers Down
126778;Drumming Fingers
90691;Sliding Two Fingers Left
93508;Swiping Right
10491;Thumb Up
137796;Thumb Up
135582;Stop Sign
62876;Stop Sign
43634;No gesture
41739;Sliding Two Fingers Down
147238;Zooming In With Two Fingers
27662;Thumb Down
145156;Swiping Down
12365;Swiping Up
100461;Swiping Up
70139;No gesture
84612;Stop Sign
107293;Swiping Up
126443;No gesture
137543;Zooming In With Two Fingers
36513;Swiping Down
93488;Stop Sign
83608;Swiping Up
7749;Stop Sign
104276;Swiping Up
104089;No gesture
147736;Sliding Two Fingers Up
6048;Sliding Two Fingers Right
114439;Swiping Right
146757;Sliding Two Fingers Right
38103;Thumb Down
67556;Sliding Two Fingers Left
48468;Thumb Down
27941;Sliding Two Fingers Right
18781;Zooming Out With Two Fingers
107243;Zooming Out With Two Fingers
44230;Thumb Up
5463;No gesture
142178;No gesture
85823;No gesture
90565;Swiping Up
5115;Sliding Two Fingers Up
142015;Thumb Up
90226;Drumming Fingers
66983;Drumming Fingers
134623;Stop Sign
79580;No gesture
99800;Drumming Fingers
33173;Swiping Right
53500;Drumming Fingers
63441;Swiping Right
62377;Zooming Out With Two Fingers
35188;Sliding Two Fingers Right
131128;Zooming Out With Two Fingers
86774;Stop Sign
70861;Sliding Two Fingers Up
130601;Sliding Two Fingers Up
143031;Swiping Down
73168;Sliding Two Fingers Down
93350;Sliding Two Fingers Right
49498;Sliding Two Fingers Right
71956;Drumming Fingers
138746;Swiping Down
53840;Stop Sign
25421;Sliding Two Fingers Left
94608;Swiping Up
35778;Sliding Two Fingers Left
143086;Thumb Down
60485;Sliding Two Fingers Down
33283;Sliding Two Fingers Right
134373;Swiping Right
61250;Swiping Up
59092;Swiping Down
113389;Sliding Two Fingers Down
64975;Zooming In With Two Fingers
123348;Drumming Fingers
67325;Zooming In With Two Fingers
79892;Stop Sign
21386;Thumb Up
47562;Swiping Up
36273;Thumb Up
105352;Swiping Right
22080;Stop Sign
13008;Stop Sign
25291;Sliding Two Fingers Up
58987;Stop Sign
80713;Stop Sign
52774;No gesture
19522;Sliding Two Fingers Left
146889;Zooming Out With Two Fingers
117585;Zooming In With Two Fingers
73066;Swiping Down
75042;Stop Sign
71982;Zooming In With Two Fingers
123444;Sliding Two Fingers Up
124878;Sliding Two Fingers Up
74009;Thumb Up
79246;Sliding Two Fingers Right
45580;Thumb Down
47954;Sliding Two Fingers Down
121353;Thumb Up
82944;Thumb Down
81909;Sliding Two Fingers Right
78994;Drumming Fingers
30444;Sliding Two Fingers Up
119043;Sliding Two Fingers Up
79388;Sliding Two Fingers Left
7887;Zooming Out With Two Fingers
146198;Sliding Two Fingers Up
31582;Swiping Down
30995;No gesture
57350;Sliding Two Fingers Up
61826;Zooming Out With Two Fingers
26495;Stop Sign
54278;Swiping Up
55013;Stop Sign
39714;Sliding Two Fingers Right
138275;No gesture
51009;Stop Sign
43518;Sliding Two Fingers Right
81510;Sliding Two Fingers Left
35452;Swiping Up
86380;No gesture
130812;Stop Sign
66469;Swiping Down
64555;Sliding Two Fingers Left
101804;Stop Sign
95369;Drumming Fingers
25217;Sliding Two Fingers Right
34696;Drumming Fingers
35883;Swiping Down
43299;Drumming Fingers
126063;No gesture
98308;Stop Sign
112422;Sliding Two Fingers Left
58997;Swiping Up
272;Drumming Fingers
5161;Swiping Down
32556;Sliding Two Fingers Down
9113;Drumming Fingers
70223;Stop Sign
86036;Swiping Up
25802;Swiping Right
113133;Thumb Down
30136;Sliding Two Fingers Down
16034;Stop Sign
64228;Sliding Two Fingers Left
23249;Thumb Up
86897;Stop Sign
127108;Zooming In With Two Fingers
136084;Swiping Down
38861;Zooming In With Two Fingers
87420;Zooming In With Two Fingers
147011;Sliding Two Fingers Left
142566;Sliding Two Fingers Left
108146;Sliding Two Fingers Left
85314;Zooming Out With Two Fingers
128740;Zooming Out With Two Fingers
96870;Sliding Two Fingers Right
125231;Sliding Two Fingers Left
30262;Swiping Up
80721;Stop Sign
83550;Sliding Two Fingers Up
17997;Sliding Two Fingers Right
134255;Sliding Two Fingers Left
61636;Sliding Two Fingers Down
71527;Swiping Right
85564;Swiping Up
84526;Sliding Two Fingers Right
51776;Zooming In With Two Fingers
112180;Zooming Out With Two Fingers
142377;Sliding Two Fingers Left
28688;Zooming In With Two Fingers
112500;Stop Sign
123983;Swiping Down
66853;Zooming Out With Two Fingers
85563;Sliding Two Fingers Right
66571;Stop Sign
117887;Thumb Up
53848;Zooming Out With Two Fingers
55123;Drumming Fingers
4963;Zooming In With Two Fingers
21633;Sliding Two Fingers Down
142958;Sliding Two Fingers Left
44071;Zooming Out With Two Fingers
26129;Stop Sign
38429;Swiping Down
54050;Swiping Right
133931;Zooming In With Two Fingers
48013;Sliding Two Fingers Right
55232;Stop Sign
117338;Thumb Down
49716;Drumming Fingers
125277;Sliding Two Fingers Left
113029;No gesture
83622;Sliding Two Fingers Down
44347;Sliding Two Fingers Down
124636;Sliding Two Fingers Down
103964;Stop Sign
47728;No gesture
62521;No gesture
108544;Sliding Two Fingers Left
66104;Sliding Two Fingers Up
110339;No gesture
46966;No gesture
109996;Drumming Fingers
143460;Sliding Two Fingers Right
118126;Sliding Two Fingers Right
129478;Sliding Two Fingers Right
84924;Sliding Two Fingers Up
41499;Thumb Up
106260;Thumb Up
6555;Swiping Down
37265;Sliding Two Fingers Right
106758;Sliding Two Fingers Up
127333;Sliding Two Fingers Up
131336;Swiping Right
21754;Zooming Out With Two Fingers
63235;No gesture
138729;Thumb Down
48769;Zooming In With Two Fingers
36295;Thumb Up
59365;Sliding Two Fingers Right
74605;Thumb Up
69751;Sliding Two Fingers Left
81813;Thumb Up
118064;Zooming Out With Two Fingers
17948;Zooming In With Two Fingers
6216;Sliding Two Fingers Down
96454;Stop Sign
99391;Sliding Two Fingers Right
124889;Drumming Fingers
20956;Sliding Two Fingers Left
12482;Zooming Out With Two Fingers
49577;No gesture
101919;Swiping Right
18715;Drumming Fingers
69063;Swiping Down
18488;Zooming Out With Two Fingers
45372;Drumming Fingers
99908;Zooming In With Two Fingers
112709;Swiping Down
135558;No gesture
107643;Sliding Two Fingers Right
100648;Sliding Two Fingers Right
85677;Swiping Right
16304;Sliding Two Fingers Left
49712;Thumb Down
53095;No gesture
48091;Zooming In With Two Fingers
138294;Swiping Down
79121;Zooming Out With Two Fingers
87673;Thumb Down
28369;Swiping Down
139630;No gesture
81597;Sliding Two Fingers Left
83512;No gesture
79899;Sliding Two Fingers Down
69485;Swiping Down
20627;Sliding Two Fingers Right
134566;Zooming In With Two Fingers
97257;Thumb Down
68712;Sliding Two Fingers Up
36377;Stop Sign
66612;Swiping Up
141534;Zooming Out With Two Fingers
60880;Thumb Down
80430;Zooming In With Two Fingers
50430;Sliding Two Fingers Right
114648;Swiping Down
115805;No gesture
110390;Swiping Right
142104;Stop Sign
66949;Swiping Up
116523;Sliding Two Fingers Up
83239;Thumb Down
67714;Swiping Up
75294;Drumming Fingers
134036;Swiping Up
97411;Sliding Two Fingers Up
123950;Stop Sign
41774;Swiping Right
60280;Sliding Two Fingers Left
70708;Swiping Up
119843;Thumb Down
2108;Sliding Two Fingers Up
75914;Zooming In With Two Fingers
139792;Swiping Up
52999;Swiping Up
98784;Sliding Two Fingers Left
19046;Drumming Fingers
34246;Drumming Fingers
26851;Drumming Fingers
84695;Zooming In With Two Fingers
87852;Drumming Fingers
4310;Stop Sign
147015;Sliding Two Fingers Right
70991;Sliding Two Fingers Left
35000;Sliding Two Fingers Right
118482;Swiping Right
134473;Sliding Two Fingers Up
73159;Sliding Two Fingers Left
95750;Swiping Right
4802;Thumb Up
48469;Sliding Two Fingers Left
70924;Drumming Fingers
32584;Zooming Out With Two Fingers
38843;Sliding Two Fingers Down
113952;No gesture
12292;Stop Sign
45356;Sliding Two Fingers Right
14671;Sliding Two Fingers Down
148064;No gesture
61546;Swiping Right
24440;Zooming Out With Two Fingers
26929;Swiping Down
64756;Sliding Two Fingers Left
103145;Sliding Two Fingers Right
72979;Swiping Right
44480;Drumming Fingers
143244;Swiping Up
106393;Zooming In With Two Fingers
104942;Sliding Two Fingers Right
68893;Zooming In With Two Fingers
41355;Zooming Out With Two Fingers
112666;Swiping Right
97610;Thumb Down
96048;Drumming Fingers
122886;Stop Sign
106696;Swiping Up
22537;Swiping Right
49212;Swiping Down
40636;Zooming Out With Two Fingers
99151;Sliding Two Fingers Right
2152;Sliding Two Fingers Left
85301;Sliding Two Fingers Up
119718;Swiping Right
75802;Zooming In With Two Fingers
32390;Zooming In With Two Fingers
139701;No gesture
65246;Sliding Two Fingers Down
44913;Stop Sign
84170;Drumming Fingers
14572;No gesture
110986;Drumming Fingers
12383;Swiping Up
147666;Swiping Down
48347;Sliding Two Fingers Up
30236;Swiping Right
32476;Swiping Up
61865;Sliding Two Fingers Right
9476;Swiping Up
47005;Sliding Two Fingers Right
37907;Sliding Two Fingers Left
92533;Thumb Down
120353;Zooming In With Two Fingers
146763;Swiping Right
147179;Stop Sign
123936;Thumb Down
47256;Zooming Out With Two Fingers
7263;Sliding Two Fingers Left
121217;Sliding Two Fingers Right
121990;Sliding Two Fingers Left
114719;Swiping Up
138120;Thumb Down
141391;Thumb Up
36499;Zooming Out With Two Fingers
123505;Sliding Two Fingers Up
58023;Sliding Two Fingers Right
45684;Swiping Down
78091;Stop Sign
142464;Sliding Two Fingers Right
73042;Thumb Up
131486;Swiping Right
117909;No gesture
68379;Sliding Two Fingers Left
39755;Sliding Two Fingers Down
118799;Zooming Out With Two Fingers
72919;Sliding Two Fingers Down
106556;Sliding Two Fingers Down
31293;Thumb Up
34782;Thumb Down
24000;Zooming Out With Two Fingers
30966;Swiping Up
126372;Stop Sign
82911;Zooming In With Two Fingers
94511;No gesture
144344;Thumb Down
35577;No gesture
107889;Swiping Down
76573;Swiping Down
136992;Stop Sign
35827;Drumming Fingers
132903;Drumming Fingers
72803;Thumb Up
146060;Sliding Two Fingers Up
121775;Thumb Down
62227;Zooming Out With Two Fingers
119079;Zooming Out With Two Fingers
102657;Swiping Down
121164;No gesture
104622;Zooming In With Two Fingers
121835;Swiping Right
25283;Sliding Two Fingers Left
11800;Drumming Fingers
111640;Swiping Right
101620;Sliding Two Fingers Down
2832;Swiping Up
118313;No gesture
143943;Drumming Fingers
48228;Sliding Two Fingers Left
52491;Sliding Two Fingers Left
101769;Zooming In With Two Fingers
90496;Sliding Two Fingers Up
98185;Thumb Down
118921;Swiping Down
147937;Zooming In With Two Fingers
95270;Swiping Down
116006;Stop Sign
83150;Sliding Two Fingers Right
32774;Sliding Two Fingers Left
113519;Sliding Two Fingers Right
55846;Sliding Two Fingers Right
110820;Swiping Up
64015;Swiping Down
54318;Zooming In With Two Fingers
125215;Zooming In With Two Fingers
111989;Zooming Out With Two Fingers
95386;Thumb Down
84519;Swiping Up
28817;Stop Sign
46986;Sliding Two Fingers Left
45864;Stop Sign
7599;Zooming In With Two Fingers
6433;Sliding Two Fingers Down
51371;Thumb Up
15417;Zooming In With Two Fingers
79796;Sliding Two Fingers Right
34786;Thumb Up
21972;Thumb Down
23016;No gesture
122190;Sliding Two Fingers Right
6811;Zooming In With Two Fingers
51716;Sliding Two Fingers Down
104170;Swiping Down
59502;Zooming Out With Two Fingers
134245;Zooming In With Two Fingers
38414;Sliding Two Fingers Down
112548;Swiping Up
136040;No gesture
34124;Thumb Down
79209;Swiping Up
77464;Stop Sign
50891;Sliding Two Fingers Right
107680;Thumb Down
125475;Drumming Fingers
29756;No gesture
10009;Swiping Down
95041;Drumming Fingers
62193;Sliding Two Fingers Left
33768;Sliding Two Fingers Down
67291;Swiping Down
136800;Sliding Two Fingers Left
146286;Sliding Two Fingers Left
55265;Swiping Down
123065;Thumb Down
92638;Zooming In With Two Fingers
59775;Zooming In With Two Fingers
21403;Swiping Right
65666;Sliding Two Fingers Down
121467;Swiping Down
17460;Sliding Two Fingers Down
10208;No gesture
75201;Sliding Two Fingers Up
118544;Zooming Out With Two Fingers
73629;Swiping Right
50405;Thumb Up
127251;Thumb Up
65693;No gesture
90492;Sliding Two Fingers Left
73399;Stop Sign
18138;Zooming Out With Two Fingers
120294;Stop Sign
140148;Sliding Two Fingers Down
54581;Thumb Down
102850;Zooming Out With Two Fingers
118119;Swiping Right
141350;Swiping Right
112314;Sliding Two Fingers Right
120048;Drumming Fingers
18286;Zooming In With Two Fingers
122923;No gesture
7254;Sliding Two Fingers Right
72882;Thumb Up
73666;Stop Sign
45683;Sliding Two Fingers Up
128691;Sliding Two Fingers Down
138807;Swiping Up
12723;Zooming Out With Two Fingers
64776;Stop Sign
926;Swiping Right
33775;Sliding Two Fingers Down
139886;Zooming Out With Two Fingers
119149;No gesture
81758;Zooming In With Two Fingers
96987;Thumb Down
80783;Swiping Down
124072;No gesture
122597;Stop Sign
32493;Swiping Right
136052;Sliding Two Fingers Up
101237;Swiping Down
139704;Sliding Two Fingers Up
51815;Stop Sign
86804;Thumb Down
19728;No gesture
93451;Swiping Up
17184;Sliding Two Fingers Left
67535;Sliding Two Fingers Up
100310;Drumming Fingers
49621;Thumb Up
94396;Stop Sign
40657;Drumming Fingers
40521;Sliding Two Fingers Down
78307;Sliding Two Fingers Up
30312;Sliding Two Fingers Down
121376;Swiping Right
119366;Thumb Up
144023;Swiping Up
96457;Sliding Two Fingers Up
17850;Sliding Two Fingers Up
44634;Thumb Up
55314;Thumb Down
32582;Sliding Two Fingers Down
62606;Thumb Up
1298;Sliding Two Fingers Left
92241;Thumb Down
50663;Sliding Two Fingers Up
15072;Thumb Down
36363;Swiping Up
4603;Swiping Down
48269;Swiping Right
51410;Swiping Up
62987;Zooming Out With Two Fingers
66110;Sliding Two Fingers Right
120126;Swiping Right
94359;Drumming Fingers
145878;Sliding Two Fingers Right
12755;Swiping Down
31682;Zooming In With Two Fingers
53322;Sliding Two Fingers Down
131053;Stop Sign
132562;Swiping Up
47378;Zooming In With Two Fingers
136483;Stop Sign
50153;Drumming Fingers
27328;Swiping Right
30058;Sliding Two Fingers Up
91999;Sliding Two Fingers Up
114237;Swiping Right
132164;Sliding Two Fingers Down
133913;Swiping Up
25040;Swiping Right
57112;Zooming In With Two Fingers
109640;Thumb Up
12647;Stop Sign
106073;Zooming In With Two Fingers
1456;Zooming Out With Two Fingers
5985;Swiping Up
39372;Drumming Fingers
130092;Sliding Two Fingers Left
82339;Sliding Two Fingers Left
64528;Swiping Right
80248;Sliding Two Fingers Left
41500;Swiping Right
78975;Thumb Down
19070;Swiping Up
59881;No gesture
92380;Sliding Two Fingers Right
43113;Thumb Up
109662;Swiping Right
129310;Sliding Two Fingers Left
85926;Thumb Down
133192;Thumb Up
117468;Sliding Two Fingers Up
139532;Swiping Down
80181;Drumming Fingers
110087;Thumb Down
104613;Drumming Fingers
71220;Swiping Right
13689;No gesture
69653;Swiping Right
125126;Drumming Fingers
146735;Zooming In With Two Fingers
70344;Drumming Fingers
59498;Zooming In With Two Fingers
84860;Drumming Fingers
137134;Sliding Two Fingers Up
111839;Drumming Fingers
71438;Sliding Two Fingers Right
122804;Sliding Two Fingers Down
121474;Swiping Up
107835;Sliding Two Fingers Down
37626;Sliding Two Fingers Right
27727;Thumb Down
66458;Zooming Out With Two Fingers
108738;Sliding Two Fingers Right
60707;Zooming In With Two Fingers
135365;Zooming Out With Two Fingers
27841;No gesture
123944;Stop Sign
35955;Stop Sign
44112;Zooming In With Two Fingers
15736;Drumming Fingers
146915;Drumming Fingers
94957;Zooming Out With Two Fingers
40553;Thumb Up
140034;Zooming Out With Two Fingers
96271;Sliding Two Fingers Up
36843;Stop Sign
121364;Stop Sign
69205;Swiping Up
119267;Swiping Right
64038;Sliding Two Fingers Down
3145;No gesture
15550;Swiping Down
26057;No gesture
139842;Thumb Up
85036;Swiping Right
28264;Swiping Up
110319;Sliding Two Fingers Right
90676;Zooming Out With Two Fingers
62507;Zooming Out With Two Fingers
103495;Thumb Down
24879;Thumb Up
52093;Sliding Two Fingers Down
14435;Thumb Down
27449;Zooming In With Two Fingers
55253;Thumb Up
111829;Sliding Two Fingers Left
74212;Sliding Two Fingers Left
8807;Drumming Fingers
54537;Thumb Down
69366;Thumb Down
18212;Sliding Two Fingers Down
70129;Sliding Two Fingers Left
41270;Swiping Right
96565;Sliding Two Fingers Up
58419;Sliding Two Fingers Up
21984;Drumming Fingers
118540;Swiping Down
492;No gesture
63144;Thumb Up
36974;No gesture
54129;Swiping Up
12071;Stop Sign
132308;Zooming In With Two Fingers
132894;Zooming In With Two Fingers
109809;Swiping Up
129652;Swiping Up
135630;Sliding Two Fingers Left
53731;Sliding Two Fingers Left
41149;Swiping Up
143230;Swiping Down
94233;Drumming Fingers
135709;Sliding Two Fingers Up
12550;Swiping Up
44563;Sliding Two Fingers Left
31543;Swiping Right
71133;Sliding Two Fingers Right
128145;Sliding Two Fingers Left
117366;Sliding Two Fingers Down
129251;Thumb Up
113382;Swiping Up
110436;Sliding Two Fingers Left
90019;Thumb Down
113215;Swiping Up
83673;Sliding Two Fingers Left
43900;Zooming In With Two Fingers
75056;Zooming In With Two Fingers
66441;Swiping Down
103637;Sliding Two Fingers Right
147765;Thumb Up
35496;Thumb Up
32309;Sliding Two Fingers Left
58179;Drumming Fingers
109062;Sliding Two Fingers Left
114321;Swiping Down
75151;Zooming In With Two Fingers
142211;Sliding Two Fingers Right
63234;Thumb Up
89145;Thumb Down
31573;Stop Sign
81742;Swiping Right
43056;Zooming Out With Two Fingers
133219;No gesture
784;Sliding Two Fingers Up
38368;No gesture
15040;Swiping Right
133351;Thumb Up
22478;Sliding Two Fingers Right
73682;Thumb Up
85328;Swiping Right
84921;Sliding Two Fingers Down
28601;Swiping Right
75866;Thumb Up
63012;No gesture
76156;Zooming In With Two Fingers
127739;Sliding Two Fingers Right
3086;Drumming Fingers
134835;Zooming Out With Two Fingers
130403;Swiping Up
130151;Swiping Up
117512;Sliding Two Fingers Up
112259;Stop Sign
132159;Swiping Down
55052;Swiping Down
79101;No gesture
98664;Sliding Two Fingers Down
19179;Sliding Two Fingers Up
131298;Zooming Out With Two Fingers
49396;Thumb Up
61117;Swiping Up
21780;Stop Sign
142229;Sliding Two Fingers Down
142337;Drumming Fingers
29772;Swiping Right
59446;Drumming Fingers
75812;Swiping Up
9413;Stop Sign
56176;Swiping Up
73583;Sliding Two Fingers Right
67723;Sliding Two Fingers Up
120452;Sliding Two Fingers Left
118553;Thumb Down
4404;Sliding Two Fingers Left
120806;Sliding Two Fingers Right
123425;Thumb Down
147408;Drumming Fingers
4276;Sliding Two Fingers Down
33897;Zooming In With Two Fingers
75814;Sliding Two Fingers Left
49091;Thumb Down
63535;Stop Sign
40048;Swiping Up
146802;Sliding Two Fingers Down
21241;Swiping Up
72220;Swiping Right
4678;Zooming In With Two Fingers
112289;Thumb Down
40382;No gesture
35773;Sliding Two Fingers Right
87975;Sliding Two Fingers Left
57594;Sliding Two Fingers Down
55422;Sliding Two Fingers Left
126626;Sliding Two Fingers Down
123850;Swiping Up
106850;Sliding Two Fingers Down
12630;Swiping Right
139958;Zooming Out With Two Fingers
60245;Zooming In With Two Fingers
50967;Thumb Down
1262;Zooming Out With Two Fingers
58378;No gesture
47684;Zooming In With Two Fingers
126981;Drumming Fingers
26131;Zooming Out With Two Fingers
48024;Thumb Down
65491;Thumb Down
53558;Swiping Up
75607;Swiping Down
26464;Sliding Two Fingers Up
56708;Thumb Down
1610;Swiping Down
75720;Swiping Right
114132;Sliding Two Fingers Left
102804;Sliding Two Fingers Left
112973;Sliding Two Fingers Left
35348;Swiping Down
132687;Zooming In With Two Fingers
62581;Stop Sign
126000;Swiping Up
78665;Drumming Fingers
89191;Thumb Down
38974;Drumming Fingers
72901;Sliding Two Fingers Down
133415;Drumming Fingers
57570;Sliding Two Fingers Down
30442;Swiping Up
32573;Zooming Out With Two Fingers
61848;No gesture
5683;Sliding Two Fingers Up
19985;Zooming Out With Two Fingers
107687;No gesture
99144;Swiping Down
70290;Sliding Two Fingers Up
42935;Swiping Down
85747;Stop Sign
102417;Swiping Up
99794;Sliding Two Fingers Up
101822;Drumming Fingers
125822;Sliding Two Fingers Down
39594;Stop Sign
75922;Sliding Two Fingers Up
19243;Sliding Two Fingers Left
27187;Sliding Two Fingers Up
126819;Sliding Two Fingers Down
119016;Sliding Two Fingers Down
128620;Sliding Two Fingers Up
63445;Sliding Two Fingers Right
71700;Swiping Right
18444;Stop Sign
51271;No gesture
113764;Swiping Down
56652;Zooming Out With Two Fingers
57237;Thumb Down
92235;Zooming In With Two Fingers
21295;Swiping Up
121010;Sliding Two Fingers Up
83286;Stop Sign
122728;Zooming In With Two Fingers
85879;Swiping Up
43765;Zooming Out With Two Fingers
12839;Swiping Down
51273;Stop Sign
103688;Zooming Out With Two Fingers
57071;Swiping Up
134885;Sliding Two Fingers Down
38051;Drumming Fingers
54028;Swiping Right
37933;Zooming In With Two Fingers
19736;Swiping Up
85309;Zooming Out With Two Fingers
104134;Sliding Two Fingers Left
112467;Zooming In With Two Fingers
128276;Sliding Two Fingers Left
129329;Swiping Right
79159;Swiping Down
72713;Sliding Two Fingers Up
52354;Thumb Down
3644;Swiping Right
64820;Swiping Down
112739;Thumb Down
29962;Thumb Up
10295;Sliding Two Fingers Down
141304;Swiping Down
40426;Thumb Down
107893;Swiping Up
681;Thumb Up
132391;Swiping Up
68507;Swiping Right
31172;Zooming In With Two Fingers
92222;Zooming In With Two Fingers
39448;Thumb Down
97228;Thumb Down
26854;Swiping Down
62888;Sliding Two Fingers Up
36517;Thumb Down
53264;Stop Sign
19430;Swiping Right
9946;Zooming Out With Two Fingers
40907;Sliding Two Fingers Up
141090;Sliding Two Fingers Right
55786;Stop Sign
55673;Swiping Down
48748;Drumming Fingers
11139;Thumb Down
34443;Swiping Down
80193;Zooming Out With Two Fingers
39473;Swiping Right
44477;Sliding Two Fingers Left
129858;Thumb Down
51082;No gesture
111011;Thumb Up
97397;Sliding Two Fingers Up
33937;Sliding Two Fingers Up
101792;Swiping Down
144015;Thumb Up
26157;Zooming Out With Two Fingers
104811;Swiping Up
135906;Drumming Fingers
69723;Sliding Two Fingers Left
112343;Zooming In With Two Fingers
55424;Sliding Two Fingers Right
42111;Sliding Two Fingers Left
12417;Swiping Up
112665;Swiping Up
106857;Sliding Two Fingers Down
44288;Zooming Out With Two Fingers
30537;Thumb Up
39334;Swiping Up
81967;Thumb Up
103155;Zooming Out With Two Fingers
89322;No gesture
59204;Sliding Two Fingers Right
104672;Swiping Down
47632;No gesture
142632;Sliding Two Fingers Left
126336;Drumming Fingers
116352;Thumb Up
120554;Thumb Down
78530;Sliding Two Fingers Down
70193;Drumming Fingers
46684;Thumb Down
122326;Swiping Up
89059;Thumb Up
3356;Thumb Up
35336;Drumming Fingers
93616;Zooming Out With Two Fingers
117383;Swiping Down
72684;Swiping Down
90291;Swiping Right
135653;Sliding Two Fingers Left
16926;Sliding Two Fingers Down
53421;Zooming In With Two Fingers
26116;Stop Sign
96605;Swiping Up
16968;Swiping Right
110726;Sliding Two Fingers Right
35095;Sliding Two Fingers Right
13725;Drumming Fingers
108208;Stop Sign
103606;Sliding Two Fingers Left
19328;Thumb Down
118332;Swiping Up
130230;Sliding Two Fingers Right
38031;Swiping Right
16283;Sliding Two Fingers Up
129664;Swiping Down
66283;Drumming Fingers
32029;No gesture
133892;Drumming Fingers
131008;Sliding Two Fingers Up
114035;Thumb Down
114426;Thumb Up
80546;Zooming Out With Two Fingers
41726;Thumb Up
66518;Swiping Right
33850;No gesture
112431;Thumb Down
3396;Sliding Two Fingers Up
5123;Drumming Fingers
65345;Thumb Down
34939;Sliding Two Fingers Up
111976;Sliding Two Fingers Right
92058;Swiping Up
112717;Zooming Out With Two Fingers
33393;Swiping Down
129755;Zooming In With Two Fingers
82094;Thumb Up
60275;Drumming Fingers
34073;Swiping Up
13511;Sliding Two Fingers Right
111223;Sliding Two Fingers Up
145194;Swiping Down
112014;Swiping Down
73739;Drumming Fingers
85947;No gesture
44733;Sliding Two Fingers Up
142614;Swiping Up
6621;Drumming Fingers
74595;Swiping Right
79742;Swiping Up
20664;Sliding Two Fingers Left
8045;Sliding Two Fingers Left
118775;Zooming Out With Two Fingers
238;Zooming In With Two Fingers
19906;Swiping Up
52780;Sliding Two Fingers Left
116476;Sliding Two Fingers Right
30913;Swiping Right
80231;Sliding Two Fingers Left
8439;No gesture
57040;Zooming In With Two Fingers
34014;Zooming In With Two Fingers
123524;Swiping Down
38304;Zooming In With Two Fingers
98322;Zooming Out With Two Fingers
138862;Zooming In With Two Fingers
19465;Zooming In With Two Fingers
23805;Swiping Up
108000;Sliding Two Fingers Up
30509;Sliding Two Fingers Up
143138;Stop Sign
107410;Swiping Right
57976;Sliding Two Fingers Down
104489;Thumb Up
61718;No gesture
51747;Thumb Up
15647;No gesture
84299;Thumb Down
106202;Swiping Down
128608;Swiping Up
21880;Thumb Down
40823;Sliding Two Fingers Up
84716;Thumb Down
28411;Thumb Up
106422;Swiping Up
26745;Sliding Two Fingers Right
109479;Stop Sign
57614;Sliding Two Fingers Left
105964;Thumb Up
32280;Sliding Two Fingers Up
84044;Zooming In With Two Fingers
96022;Sliding Two Fingers Down
74717;Swiping Right
143509;Drumming Fingers
139560;Drumming Fingers
49924;Zooming In With Two Fingers
55028;Swiping Right
121788;Sliding Two Fingers Down
59247;Sliding Two Fingers Left
114055;Drumming Fingers
58103;Sliding Two Fingers Down
104318;Sliding Two Fingers Left
62065;No gesture
80323;Zooming Out With Two Fingers
114523;Drumming Fingers
19266;Swiping Right
122434;Swiping Up
2085;Zooming Out With Two Fingers
12034;Stop Sign
15221;Sliding Two Fingers Up
128084;Zooming In With Two Fingers
42638;Thumb Up
105078;Sliding Two Fingers Down
71808;Swiping Down
45032;Drumming Fingers
8720;Stop Sign
93510;Sliding Two Fingers Up
136211;Swiping Up
40653;Swiping Down
103478;Zooming Out With Two Fingers
43185;Sliding Two Fingers Up
47249;Zooming Out With Two Fingers
41303;No gesture
134774;Thumb Up
66023;Swiping Up
85038;Thumb Down
129431;Thumb Down
122775;Swiping Down
41819;Swiping Down
134129;Zooming Out With Two Fingers
55297;Zooming In With Two Fingers
27368;Stop Sign
125763;Sliding Two Fingers Up
63239;No gesture
136342;Drumming Fingers
105744;Swiping Up
121587;Thumb Up
103213;Swiping Right
34335;Swiping Down
79732;Swiping Right
50422;Sliding Two Fingers Down
124957;Swiping Up
71525;Sliding Two Fingers Right
55715;Sliding Two Fingers Right
80125;Sliding Two Fingers Left
33929;Sliding Two Fingers Right
93777;Sliding Two Fingers Up
18102;Swiping Right
69924;Zooming In With Two Fingers
72520;Thumb Down
144300;Zooming Out With Two Fingers
71930;Sliding Two Fingers Left
101490;Swiping Down
131491;Thumb Up
84762;Zooming In With Two Fingers
26259;Stop Sign
143939;Drumming Fingers
112349;Drumming Fingers
122345;No gesture
26272;Swiping Right
29482;Thumb Down
114291;Sliding Two Fingers Up
10833;Swiping Down
80164;Zooming In With Two Fingers
12122;Sliding Two Fingers Left
141748;Stop Sign
115245;Swiping Up
131980;Swiping Up
60066;Swiping Right
100722;Sliding Two Fingers Up
72721;Sliding Two Fingers Up
117028;Zooming In With Two Fingers
39530;Swiping Right
25325;Zooming In With Two Fingers
58832;Swiping Right
146455;Sliding Two Fingers Down
55243;Swiping Down
103347;No gesture
